"fire_id","year","month","day","lat","long","acres_burned","na_l3name","na_l2name","na_l1name","yearmonth","mean_potential_et","total_precip","max_air_temp","mean_wind_speed"
"WA4855511850019880825",1988,8,25,48.555,-118.5,21855,"Columbia Mountains/Northern Rockies","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","1988-08",5.30380652086271,7.62384679664162,299.686767003104,3.19299351251024
"WA4857111968120150814",2015,8,14,48.507,-119.694,137098,"North Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2015-08",4.42011866619088,79.648831689011,294.929613790846,3.45048495894135
"WA4861211943120070714",2007,7,14,48.612,-119.431,15007,"Columbia Mountains/Northern Rockies","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2007-07",6.53504664690493,10.4927295737647,303.634734704768,3.01374658863833
"WA4863111923819940724",1994,7,24,48.631,-119.238,1671,"Columbia Mountains/Northern Rockies","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","1994-07",6.01267688532409,11.7511341466806,301.517338935177,3.05024055900162
"WA4863311833720150814",2015,8,14,48.63,-118.336,8559,"Columbia Mountains/Northern Rockies","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2015-08",5.55260978892083,13.1110608202325,300.272606929465,3.58461252832841
"WA4864912062420030805",2003,8,5,48.649,-120.624,19134,"North Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2003-08",4.4915643690197,7.61211593879021,296.311754591621,2.78581517934389
"WA4865811989020030907",2003,9,7,48.658,-119.89,5753,"North Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2003-09",3.15018499446797,54.5968751902541,292.132104027977,3.54927822691154
"WA4866912038619940804",1994,8,4,48.669,-120.386,3987,"North Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","1994-08",4.17981908592798,18.881104111997,294.585815442517,2.7690654574874
"WA4868512125620150810",2015,8,10,48.683,-121.227,6279,"North Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2015-08",4.42011866619088,79.648831689011,294.929613790846,3.45048495894135
"WA4868512125620150811",2015,8,11,48.683,-121.227,6624,"North Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2015-08",4.42011866619088,79.648831689011,294.929613790846,3.45048495894135
"WA4869311918120080628",2008,6,28,48.693,-119.181,1821,"Columbia Mountains/Northern Rockies","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2008-06",4.66913204490526,69.9964135149236,293.249860487129,4.05398923142827
"WA4870412050919860802",1986,8,2,48.704,-120.509,3476,"North Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","1986-08",4.85161693791946,9.21771305050423,297.771918328242,2.77634191793402
"WA4872611850019940731",1994,7,31,48.726,-118.5,7793,"Columbia Mountains/Northern Rockies","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","1994-07",6.01267688532409,11.7511341466806,301.517338935177,3.05024055900162
"WA4875611846220150811",2015,8,11,48.842,-118.409,54119,"Columbia Mountains/Northern Rockies","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2015-08",5.55260978892083,13.1110608202325,300.272606929465,3.58461252832841
"WA4876712026320140805",2014,8,5,48.753,-120.252,8846,"North Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2014-08",4.16950136748035,56.9679188833675,295.274815760117,2.84025895042236
"WA4877911820520150814",2015,8,14,48.758,-118.193,13975,"Columbia Mountains/Northern Rockies","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2015-08",5.55260978892083,13.1110608202325,300.272606929465,3.58461252832841
"WA4878912112820030805",2003,8,5,48.789,-121.128,1807,"North Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2003-08",4.4915643690197,7.61211593879021,296.311754591621,2.78581517934389
"WA4879411848120010813",2001,8,13,48.794,-118.481,5834,"Columbia Mountains/Northern Rockies","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2001-08",5.30518785116974,6.92006730157157,301.09119957188,3.10310669769326
"WA4879711997919940724",1994,7,24,48.797,-119.979,10720,"North Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","1994-07",5.22883439238253,30.678738593162,296.617672043311,3.07068111747709
"WA4881712003020010709",2001,7,9,48.817,-120.03,9120,"North Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2001-07",4.49628062551622,30.8202458529566,293.651446897486,3.01887484632505
"WA4881811849219880829",1988,8,29,48.818,-118.492,1954,"Columbia Mountains/Northern Rockies","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","1988-08",5.30380652086271,7.62384679664162,299.686767003104,3.19299351251024
"WA4882011967319850828",1985,8,28,48.82,-119.673,1524,"North Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","1985-08",4.16253834460972,27.4598503152496,293.789618381852,3.23702484792755
"WA4883712016920030630",2003,6,30,48.837,-120.169,77444,"North Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2003-06",4.81422959086683,24.4683688556975,292.566534887923,3.57348327771576
"WA4884111998320060703",2006,7,3,48.841,-119.983,115123,"North Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2006-07",5.12885641165162,21.2335471390006,296.104967371652,2.94442311835601
"WA4888211767920030810",2003,8,10,48.882,-117.679,2403,"Columbia Mountains/Northern Rockies","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2003-08",5.38866538410848,13.9560369404296,300.907329465144,3.09971801427943
"WA4889812049420020817",2002,8,17,48.898,-120.494,8173,"North Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","2002-08",4.34133876062334,15.5314814577737,294.989518338314,3.0453743048885
"WA4891212085119960728",1996,7,28,48.912,-120.851,3650,"North Cascades","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","1996-07",4.95587255985884,33.879034264537,296.460227254547,2.81063233614407
"WA4891911769919880906",1988,9,6,48.919,-117.699,1909,"Columbia Mountains/Northern Rockies","WESTERN CORDILLERA","NORTHWESTERN FORESTED MOUNTAINS","1988-09",3.38273230763304,44.1048362467025,293.122852861795,3.61329503380036
